relative_path,consumer_evidence,consumers,conditions,flags,evidence_note
items/npcOfficerChest.png,static-extracted,ItemNpcArmor|npcOfficerChest|CustomItems.java:698|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcOrb.png,static-extracted,ItemOrb|npcOrb|CustomItems.java:422|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcPaperCrown.png,static-extracted,ItemNpcArmorColorable|npcPaperCrown|CustomItems.java:702|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcPendant.png,static-extracted,ItemNpcInterface|npcPendant|CustomItems.java:737|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcPhone.png,static-extracted,ItemNpcInterface|npcPhone|CustomItems.java:725|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcPipeWrench.png,static-extracted,ItemNpcWeaponInterface|npcPipeWrench|CustomItems.java:460|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcPlans.png,static-extracted,ItemNpcInterface|npcPlans|CustomItems.java:719|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcRapier.png,static-extracted,ItemNpcWeaponInterface|npcRapier|CustomItems.java:458|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcRing.png,static-extracted,ItemNpcInterface|npcRing|CustomItems.java:739|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcRuby.png,static-extracted,ItemNpcInterface|npcRuby|CustomItems.java:743|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSaber.png,static-extracted,ItemNpcWeaponInterface|npcSaber|CustomItems.java:441|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSaiBlade.png,static-extracted,ItemDagger|npcSaiBlade|CustomItems.java:449|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSaphire.png,static-extracted,ItemNpcInterface|npcSaphire|CustomItems.java:742|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSatchel.png,static-extracted,ItemNpcInterface|npcSatchel|CustomItems.java:720|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcScutumShield.png,static-extracted,ItemShield|npcScutumShield|CustomItems.java:486|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSeveredEar.png,static-extracted,ItemNpcInterface|npcSeveredEar|CustomItems.java:724|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcShuriken.png,static-extracted,ItemThrowingShuriken|npcShuriken|CustomItems.java:428|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSilk.png,static-extracted,ItemNpcInterface|npcSilk|CustomItems.java:756|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSkull.png,static-extracted,ItemNpcInterface|npcSkull|CustomItems.java:740|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSledgeHammer.png,static-extracted,ItemSpear|npcSledgeHammer|CustomItems.java:443|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSlingshot.png,static-extracted,ItemSlingshot|npcSlingshot|CustomItems.java:450|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSoldierBottom.png,static-extracted,ItemNpcArmor|npcSoldierBottom|CustomItems.java:675|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSoldierChest.png,static-extracted,ItemNpcArmor|npcSoldierChest|CustomItems.java:673|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSoldierHead.png,static-extracted,ItemNpcArmor|npcSoldierHead|CustomItems.java:672|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSoldierLegs.png,static-extracted,ItemNpcArmor|npcSoldierLegs|CustomItems.java:674|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSoulstoneEmpty.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcSoulstoneFilled.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcStatuette.png,static-extracted,ItemNpcInterface|npcStatuette|CustomItems.java:757|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcSteelClaw.png,static-extracted,ItemClaw|npcSteelClaw|CustomItems.java:566|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcStoneBattleAxe.png,static-extracted,ItemBattleAxe|npcStoneBattleAxe|CustomItems.java:512|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcStoneBroadsword.png,static-extracted,ItemBroadSword|npcStoneBroadsword|CustomItems.java:605|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcStoneBullet.png,static-extracted,ItemBullet|npcStoneBullet|CustomItems.java:370|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcStoneDagger.png,static-extracted,ItemDagger|npcStoneDagger|CustomItems.java:546|extra-items-enabled;ItemDaggerReversed|npcStoneReversedDagger|CustomItems.java:547|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
